original_index	real_search	ingredient	search_title	page_title	description	page_url
2114		Avocados	Avocados	Avocado	The avocado (Persea americana) is a tree native to Mexico and Central America, classified in the flowering plant family Lauraceae along with cinnamon, camphor and bay laurel. 	http://en.wikipedia.org/wiki/Avocado
2115		Avocados	Avocados	Avocado	The avocado (Persea americana) is a tree native to Mexico and Central America, classified in the flowering plant family Lauraceae along with cinnamon, camphor and bay laurel. 	http://en.wikipedia.org/wiki/Avocado
6		Adzuki Beans	Adzuki Beans	Azuki bean	The azuki bean (from the Japanese アズキ（小豆） (azuki?)), also known as adzuki or aduki, is an annual vine, Vigna angularis, widely grown throughout East Asia and the Himalayas for its small (approximately 5 mm) bean. 	http://en.wikipedia.org/wiki/Azuki_bean
7		Adzuki Beans	Adzuki Beans	Azuki bean	The azuki bean (from the Japanese アズキ（小豆） (azuki?)), also known as adzuki or aduki, is an annual vine, Vigna angularis, widely grown throughout East Asia and the Himalayas for its small (approximately 5 mm) bean. 	http://en.wikipedia.org/wiki/Azuki_bean
2116		Babaco	Babaco	Babaco	The babaco fruit is seedless and the smooth skin can be eaten, and is said to have tastes of strawberry, papaya, kiwi and pineapple.	http://en.wikipedia.org/wiki/Babaco
116		Baby Red Grapes	Baby Red Grapes	Babić (grape)	Babić is a native Croatian red wine grape common to the Northern Dalmatia region.	http://en.wikipedia.org/wiki/Babi%C4%87_(grape)
103		Baby Corn	Baby Corn	Baby corn	Baby corn, young corn, or cornlettes, is a cereal grain taken from corn (maize) harvested early while the ears are very small and immature. 	http://en.wikipedia.org/wiki/Baby_corn
104		Baby Corn	Baby Corn	Baby corn	Baby corn, young corn, or cornlettes, is a cereal grain taken from corn (maize) harvested early while the ears are very small and immature. 	http://en.wikipedia.org/wiki/Baby_corn
105		Baby Corn	Baby Corn	Baby corn	Baby corn, young corn, or cornlettes, is a cereal grain taken from corn (maize) harvested early while the ears are very small and immature. 	http://en.wikipedia.org/wiki/Baby_corn
2224	Baby food	Carrot Baby Food	Carrot Baby Food	Baby food	Baby food is any soft, easily consumed food, other than breastmilk or infant formula, that is made specifically for infants, roughly between the ages of four to six months and two years. 	http://en.wikipedia.org/wiki/Baby_food
2566		Peanut Caramel Chocolate Bars	Peanut Caramel Chocolate Bars	Baby Ruth	Baby Ruth is an American candy bar made of peanuts, caramel and chocolate-flavored nougat covered in compound chocolate. 	http://en.wikipedia.org/wiki/Baby_Ruth
127		Bacalao	Bacalao	Bacalao	Bacalhau (Portuguese pronunciation: [bɐkɐˈʎaw]) is the Portuguese word for cod and—in a culinary context—dried and salted cod.	http://en.wikipedia.org/wiki/Bacalhau
128		Bacon	Bacon	Bacon	Bacon is a meat product prepared from a pig and usually cured.	http://en.wikipedia.org/wiki/Bacon
129		Bacon	Bacon	Bacon	Bacon is a meat product prepared from a pig and usually cured.	http://en.wikipedia.org/wiki/Bacon
130		Bacon Bits	Bacon Bits	Bacon	Bacon is a meat product prepared from a pig and usually cured.	http://en.wikipedia.org/wiki/Bacon
131		Bacon Bits	Bacon Bits	Bacon	Bacon is a meat product prepared from a pig and usually cured.	http://en.wikipedia.org/wiki/Bacon
133		Bacon Grease	Bacon Grease	Bacon	Bacon is a meat product prepared from a pig and usually cured.	http://en.wikipedia.org/wiki/Bacon
461	Bacon	Chinese Bacon	Chinese Bacon	Bacon	Bacon is a meat product prepared from a pig and usually cured.	http://en.wikipedia.org/wiki/Bacon
2153	Bacon	Black Forest Bacon	Black Forest Bacon	Bacon	Bacon is a meat product prepared from a pig and usually cured.	http://en.wikipedia.org/wiki/Bacon
134		Bacon Jam	Bacon Jam	Bacon jam	Bacon jam is a bacon-based relish, similar to the Austrian starter Verhackert. 	http://en.wikipedia.org/wiki/Bacon_jam
132		Bacon Flavored Vodka	Bacon Flavored Vodka	Bacon vodka	Bacon vodka is vodka infused with bacon flavor, part of a larger trend of "carnivorous cocktails" and the addition of savory flavor to mixed drinks. 	http://en.wikipedia.org/wiki/Bacon_vodka
1383	Bactris gasipaes	Peach Palm Fruit	Peach Palm Fruit	Bactris gasipaes	"Bactris gasipaes is a species of palm native to the tropical forests of South and Central America.
"	http://en.wikipedia.org/wiki/Bactris_gasipaes
1724		Salt Bagels	Salt Bagels	Bagel	A bagel (also spelled beigel) is a bread product, traditionally shaped by hand into the form of a ring from yeasted wheat dough, roughly hand-sized, which is first boiled for a short time in water and then baked. 	http://en.wikipedia.org/wiki/Bagel
136		Baked Beans	Baked Beans	Baked beans	Baked beans is a dish containing beans, sometimes baked but, despite the name, usually stewed, in a sauce. 	http://en.wikipedia.org/wiki/Baked_beans
137		Balsamic Vinegar	Balsamic Vinegar	Balsamic vinegar	"Balsamic vinegar (Italian: aceto balsamico) is a vinegar originating from Italy, increasingly popular throughout the world.
"	http://en.wikipedia.org/wiki/Balsamic_vinegar
2050		White Balsamic Vinegar	White Balsamic Vinegar	Balsamic vinegar	"Balsamic vinegar (Italian: aceto balsamico) is a vinegar originating from Italy, increasingly popular throughout the world.
"	http://en.wikipedia.org/wiki/Balsamic_vinegar
2784		White Balsamic Vinegar	White Balsamic Vinegar	Balsamic vinegar	"Balsamic vinegar (Italian: aceto balsamico) is a vinegar originating from Italy, increasingly popular throughout the world.
"	http://en.wikipedia.org/wiki/Balsamic_vinegar
95	Banana	Baby Bananas	Baby Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
141		Bananas	Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
142		Bananas	Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
143		Bananas	Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
1327		Old Bananas	Old Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
1418	Banana	Petite Bananas	Petite Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
2119	Banana	Baby Bananas	Baby Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
2120	Banana	Baby Bananas	Baby Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
2130		Bananas	Bananas	Banana	A banana is an edible fruit produced by several kinds of large herbaceous flowering plants in the genus Musa.	http://en.wikipedia.org/wiki/Banana
2126		Banana Bread	Banana Bread	Banana bread	Banana bread is a type of bread that is made with mashed fully ripe bananas.	http://en.wikipedia.org/wiki/Banana_bread
138		Banana Chips	Banana Chips	Banana chip	Banana chips are deep-fried and/or dried slices of bananas (fruits of herbaceous plants of the genus Musa of the soft, sweet "dessert banana" variety). 	http://en.wikipedia.org/wiki/Banana_chip
2127		Banana Chips	Banana Chips	Banana chip	Banana chips are deep-fried and/or dried slices of bananas (fruits of herbaceous plants of the genus Musa of the soft, sweet "dessert banana" variety). 	http://en.wikipedia.org/wiki/Banana_chip
2128		Banana Chips	Banana Chips	Banana chip	Banana chips are deep-fried and/or dried slices of bananas (fruits of herbaceous plants of the genus Musa of the soft, sweet "dessert banana" variety). 	http://en.wikipedia.org/wiki/Banana_chip
2129		Banana Chips	Banana Chips	Banana chip	Banana chips are deep-fried and/or dried slices of bananas (fruits of herbaceous plants of the genus Musa of the soft, sweet "dessert banana" variety). 	http://en.wikipedia.org/wiki/Banana_chip
2655		Rice Wrappers	Rice Wrappers	Bánh tráng	Bánh tráng or bánh đa nem, a northern Vietnamese term, (literally, coated cake and nem skins, respectively), sometimes called rice paper wrappers, rice crepes, rice wafers or nem wrappers, are edible Vietnamese wrappers used in Vietnamese cuisine, primarily in finger foods and appetizers such as Vietnamese nem dishes. 	http://en.wikipedia.org/wiki/B%C3%A1nh_tr%C3%A1ng
1990		Upland Cress	Upland Cress	Barbarea verna	Land cress is considered a satisfactory substitute for watercress. It can be used in sandwiches, or salads, or cooked like spinach, or used in soup and fish.	http://en.wikipedia.org/wiki/Barbarea_verna
2135		BBQ Ribs	BBQ Ribs	Barbecue	Barbecue (also barbeque, BBQ and barbie) is a cooking method and apparatus. 	http://en.wikipedia.org/wiki/Barbecue
144		Barbecue Sauce	Barbecue Sauce	Barbecue sauce	Barbecue sauce (also abbreviated BBQ sauce) is a flavoring sauce used as a marinade, basting (cooking) or topping for meat cooked in the barbecue cooking style, including pork or beef ribs and chicken. 	http://en.wikipedia.org/wiki/Barbecue_sauce
145		Barley Flour	Barley Flour	Barley	Barley (Hordeum vulgare L.), a member of the grass family, is a major cereal grain. 	http://en.wikipedia.org/wiki/Barley
146		Barramundi	Barramundi	Barramundi	Known in Thai language as pla kapong (Thai: ปลากะพง), the barramundi is very popular in Thai cuisine.	http://en.wikipedia.org/wiki/Barramundi
2132		Barramundi	Barramundi	Barramundi	Known in Thai language as pla kapong (Thai: ปลากะพง), the barramundi is very popular in Thai cuisine.	http://en.wikipedia.org/wiki/Barramundi
2133		Barramundi	Barramundi	Barramundi	Known in Thai language as pla kapong (Thai: ปลากะพง), the barramundi is very popular in Thai cuisine.	http://en.wikipedia.org/wiki/Barramundi
1651		Red Malabar Spinach	malabar Spinach	Basella alba	Basella alba is an edible perennial vine in the family Basellaceae.	http://en.wikipedia.org/wiki/Basella_alba
1652		Red Malabar Spinach	malabar Spinach	Basella alba	Basella alba is an edible perennial vine in the family Basellaceae.	http://en.wikipedia.org/wiki/Basella_alba
147		Basil	Basil	Basil	"Basil, Thai basil, or sweet basil, is a common name for the culinary herb Ocimum basilicum (pronounced /ˈbæzɪl/, /ˈbeːzɪl/, or 'bɑçɨl/) of the family Lamiaceae (mints), sometimes known as Saint John's Wort in some English-speaking countries.
"	http://en.wikipedia.org/wiki/Basil
148		Basil	Basil	Basil	"Basil, Thai basil, or sweet basil, is a common name for the culinary herb Ocimum basilicum (pronounced /ˈbæzɪl/, /ˈbeːzɪl/, or 'bɑçɨl/) of the family Lamiaceae (mints), sometimes known as Saint John's Wort in some English-speaking countries.
"	http://en.wikipedia.org/wiki/Basil
149		Baumkuchen	Baumkuchen	Baumkuchen	Baumkuchen is a kind of layered cake. The characteristic rings that appear when sliced resemble tree rings, and give the cake its German name, Baumkuchen, which literally translates to "tree cake".	http://en.wikipedia.org/wiki/Baumkuchen
150		Bean Sprouts	Bean Sprouts	Bean sprout	"Bean sprouts are a common ingredient, especially in Asian cuisine, made from sprouting beans.
"	http://en.wikipedia.org/wiki/Bean_sprout
1782	Beatrice Foods	Shoestring Potato Sticks	Shoestring Potato Sticks	Beatrice Foods	Beatrice Foods Company was a major American food processing company.	http://en.wikipedia.org/wiki/Beatrice_Foods
151	Beaumes de Venise AOC	Beaumes de Venise	Beaumes de Venise	Beaumes de Venise AOC	Beaumes de Venise is an appellation of wines from the eastern central region of the southern half of the Rhône Valley.	http://en.wikipedia.org/wiki/Beaumes_de_Venise_AOC
152		Beef Heart	Beef Heart antipasto	Beef	Beef is the culinary name for meat from bovines, especially cattle. 	http://en.wikipedia.org/wiki/Beef
155		Beef Tenderloin	Beef Tenderloin	Beef tenderloin	"A beef tenderloin, known as an eye fillet in New Zealand and Australia, fillet in South Africa and the UK, filet in France and Germany, is cut from the loin of beef.
"	http://en.wikipedia.org/wiki/Beef_tenderloin
2139		Beef Tenderloin	Beef Tenderloin	Beef tenderloin	"A beef tenderloin, known as an eye fillet in New Zealand and Australia, fillet in South Africa and the UK, filet in France and Germany, is cut from the loin of beef.
"	http://en.wikipedia.org/wiki/Beef_tenderloin
2140		Beef Tenderloin	Beef Tenderloin	Beef tenderloin	"A beef tenderloin, known as an eye fillet in New Zealand and Australia, fillet in South Africa and the UK, filet in France and Germany, is cut from the loin of beef.
"	http://en.wikipedia.org/wiki/Beef_tenderloin
2141		Beef Tenderloin	Beef Tenderloin	Beef tenderloin	"A beef tenderloin, known as an eye fillet in New Zealand and Australia, fillet in South Africa and the UK, filet in France and Germany, is cut from the loin of beef.
"	http://en.wikipedia.org/wiki/Beef_tenderloin
2142		Beef Tenderloin	Beef Tenderloin	Beef tenderloin	"A beef tenderloin, known as an eye fillet in New Zealand and Australia, fillet in South Africa and the UK, filet in France and Germany, is cut from the loin of beef.
"	http://en.wikipedia.org/wiki/Beef_tenderloin
1427	Beef tongue	Pickled Beef Tongue	Beef Tongue	Beef tongue	Beef tongue or neat's tongue is the tongue of a cow.	http://en.wikipedia.org/wiki/Beef_tongue
1796	Beef tongue	Smoked Beef Tongue	Beef Tongue	Beef tongue	Beef tongue or neat's tongue is the tongue of a cow.	http://en.wikipedia.org/wiki/Beef_tongue
2144		Beef Tongue	Beef Tongue	Beef tongue	Beef tongue or neat's tongue is the tongue of a cow.	http://en.wikipedia.org/wiki/Beef_tongue
1174	Beer	Leftover Beer	Leftover Beer	Beer	Beer is an alcoholic beverage produced by the saccharification of starch and fermentation of the resulting sugar.	http://en.wikipedia.org/wiki/Beer
157	Beer cheese (spread)	Beer Cheese	Beer Cheese	Beer cheese (spread)	Beer cheese is a cheese spread most commonly found in Kentucky.	http://en.wikipedia.org/wiki/Beer_cheese_(spread)
2113		Australian Beer	Australian Beer	Beer in Australia	Beer arrived in Australia at the beginning of British colonisation.	http://en.wikipedia.org/wiki/Beer_in_Australia
3		Abbey Style Beer	belgian beer	Beer in Belgium	Beer in Belgium varies from pale lager to lambic beer and Flemish red.	http://en.wikipedia.org/wiki/Beer_in_Belgium
